nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT04532437,"University Hospital, Basel, Switzerland",OTHER,Computer-based Skin Aging Simulation for Skin Cancer Prevention,COMPLETED,,,False,False,False,,['Skin Aging'],"['skin cancer prevention', 'skin aging simulation', 'UV-exposure', 'skin analysis photo system', 'VISIA® photo analysis system']"
NCT03931083,University of Bern,OTHER,"Screening Test Accuracy of Gynocular™, HR-HPV Testing, VIA for Detection of Cervical Neoplastic Lesions, in Women Living With HIV",UNKNOWN,,"[{'name': 'Centre for Infectious Disease Research in Zambia', 'class': 'OTHER'}, {'name': 'Cervical Cancer Prevention Program in Zambia', 'class': 'UNKNOWN'}, {'name': 'International Agency for Research on Cancer', 'class': 'OTHER'}]",True,False,False,,"['Uterine Cervical Neoplasms', 'HIV/AIDS']",
NCT06596993,National Taiwan University Hospital,OTHER,"Developing a Balance Rehabilitation System for Older Adults, Based on IMU and AI: Personalized Training and Preventive Strategies",RECRUITING,,,False,False,False,NA,['Community-dwelling Older Adults'],"['Inertial Measurement Unit Sensing', 'Artificial Intelligence', 'Balance Rehabilitation', 'Older Adults']"
NCT04928690,Novoic Limited,INDUSTRY,Prediction of Amyloid and Mild Cognitive Impairment in Early Stage Alzheimer's Disease From Remote Speech Phenotyping,UNKNOWN,,,False,False,False,,"['Alzheimer Disease', ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT04764539,"iTherapy, LLC",OTHER,Video Assisted Speech Technology to Enhance Motor Planning for Speech,COMPLETED,,"[{'name': 'National Institute on Deafness and Other Communication Disorders (NIDCD)', 'class': 'NIH'}]",True,False,False,NA,"['Autism Spectrum Disorder', 'Apraxia of Speech']","['autism', 'apraxia', 'speech therapy', 'speech pathology', 'nonverbal']"
NCT05482191,Ningbo No. 1 Hospital,OTHER,Healthy Weight Management Project for Overweight and Obesity Children,ACTIVE_NOT_RECRUITING,,"[{'name': 'Peking University', 'class': 'OTHER'}]",,False,False,NA,['Obesity'],
NCT03981159,University of Genova,OTHER,Effect of Exercise Training in Alzheimer's Patients,COMPLETED,,,True,False,False,NA,['Alzheimer Disease'],
NCT06647030,Institute for Digital Medicine (WisDM),OTHER,Personalized NFTs as a Trial Participation Incentive,NOT_YET_RECRUITING,,,False,False,False,NA,"['Healthy', 'Digital Health', 'Incentive Interventions']","['Clinical Trials', 'Blockchain', 'Digital Therapeutics', 'DTx', 'Non-Fungible Tokens', 'NFTs', 'CURATE.AI', 'CURATE.DTx', 'AI-driven', 'Digital Avatar', 'Incentives', 'Patient Engagement', 'N-of-1', 'Single Participant']"
NCT05161065,Cardiologs Technologies,INDUSTRY,Comparison of QT Interval Readings Between Smartwatch Combined With Cardiologs Artificial Intelligence and 12-lead ECG,COMPLETED,,,False,False,True,,['Atrial Fibrillation'],
NCT06224205,Indiana University,OTHER,Digital Detection of Dementia (D Cubed) Studies: D3,RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,False,False,NA,['Alzheimer Disease and Related Dementias (ADRD)'],
NCT06634134,Martini Hospital Groningen,OTHER,Cycling Through the Menstrual Cycle,NOT_YET_RECRUITING,,"[{'name': 'Antonius Ziekenhuis', 'class': 'UNKNOWN'}, {'name': 'Reinier de Graaf Groep', 'class': 'OTHER'}, {'name': 'sportgeneeskunde Friesland', 'class': 'UNKNOWN'}, {'name': 'sport medisch centrum tilburg', 'class': 'UNKNOWN'}]",False,False,False,,"['Menstrual Cycle-based Periodized Training', 'Female Athlete Triad', 'Menstrual Cycle']","['Menstrual Cycle', 'Artificial Intelligence', 'Cycling', 'Female Athlete Triad', 'Female Athletes', 'Menstrual Cycle-based Periodized training']"
NCT06574438,Chang Gung Memorial Hospital,OTHER,The Effectiveness of AIFIGA Program on Nursing Home Nursing Staff and Family and Residents'health,RECRUITING,,,False,False,False,NA,"['Family', 'Nursing Home', 'Digital Health']",
NCT04948632,Centre hospitalier de l'Université de Montréal (CHUM),OTHER,Optimization of Outpatient Surgery at the CHUM Using the LeoMed Telecare Platform,COMPLETED,,"[{'name': 'HEC Montreal', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Surgery--Complications', 'Patient Satisfaction', 'Quality of Life']",
NCT04146766,"National Defense Medical Center, Taiwan",OTHER,Effectiveness of eHealth on the Self-management of Health Status and QOL Among CAD Patients,COMPLETED,,,False,False,False,NA,"['eHealth', 'Coronary Artery Disease', 'Quality of Life', 'Self-management']","['Coronary artery disease', 'Remote Care', 'artificial intelligence', 'self-management', 'Quality of Life']"
NCT06326424,Ohio State University,OTHER,Delirium Identification in Older Patients With Alzheimer's and Other Related Dementias In the Emergency Department,RECRUITING,,,False,False,True,,"['Delirium', 'Dementia', 'Hospital Acquired Condition']","['emergency department', 'delirium', 'older adults', 'dementia']"
NCT05943418,Wysa,INDUSTRY,Examining the Effectiveness of Wysa for Worry Program,NOT_YET_RECRUITING,,,,False,False,NA,['Anxiety'],"['Worry', 'Anxiety', 'Digital Mental Health']"
NCT05231954,Indiana University,OTHER,Digital Detection of Dementia (D Cubed) Studies: D2,COMPLETED,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,False,False,NA,['Alzheimer Disease and Related Dementias (ADRD)'],
NCT02813564,McMaster University,OTHER,Cognitive Training in Children With ASD,UNKNOWN,,,False,False,False,NA,['Autism Spectrum Disorder'],"['Autism', 'Cognitive Training', 'Brain', 'fMRI']"
NCT05670366,Universitaire Ziekenhuizen KU Leuven,OTHER,The Integration of Physical Activity Into the Clinical Decision Process of People with Type 1 Diabetes,COMPLETED,,"[{'name': 'University Colleges Leuven Limburg', 'class': 'UNKNOWN'}]",False,False,False,NA,['Type 1 Diabetes'],"['Physical activity', 'Artificial intelligence']"
NCT04784585,The Miriam Hospital,OTHER,Miro-randomized Trial for Optimizing a JITAI to Reduce Dietary Lapses in Obesity Treatment,RECRUITING,,"[{'name': 'National Heart, Lung, and Blood Institute (NHLBI)', 'class': 'NIH'}]",False,False,False,NA,['Obesity'],"['diet', 'digital health', 'ecological momentary assessment', 'just-in-time adaptive intervention']"
NCT06042023,University of Leeds,OTHER,Remote Patient Monitoring for Preoperative Risk Assessment,RECRUITING,,"[{'name': 'The Leeds Teaching Hospitals NHS Trust', 'class': 'OTHER'}]",False,False,True,NA,"['Abdominal Neoplasm', 'Surgery', 'Surgery-Complications', 'Risk Assessment']",
NCT05556070,"The University of Texas Health Science Center, Houston",OTHER,Brighter Bites & UT Physicians Produce Rx Program,COMPLETED,,"[{'name': 'Brighter Bites', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Obesity, Childhood']",
NCT05515198,University Hospitals Cleveland Medical Center,OTHER,Improving Care for Women With Urinary Incontinence (EMPOWER),COMPLETED,,,False,False,False,NA,['Urinary Incontinence'],"['women', 'female', 'urinary incontinence', 'empowering', 'EMPOWER', 'providers', 'bladder leakage', 'incontinence']"
NCT06269510,University of Michigan,OTHER,Enhancing Alcohol Treatment Engagement in Associated Liver Disease (ALD) Patients,NOT_YET_RECRUITING,,"[{'name': 'National Institute on Alcohol Abuse and Alcoholism (NIAAA)', 'class': 'NIH'}]",,False,False,NA,"['Alcohol-related Liver Disease', 'Liver Diseases']","['Online web application', 'Engagement', 'Alcohol use disorder (AUD) treatment', 'Alcohol-related cirrhosis', 'SMART trial', 'Behavioral treatment']"
NCT06663826,machineMD AG,INDUSTRY,Development of Digital Diagnostic Devices for Parkinson's Disease,RECRUITING,,"[{'name': 'University of Zurich', 'class': 'OTHER'}, {'name': 'University Hospital, ZÃ¼rich', 'class': 'UNKNOWN'}, {'name': 'University of Exeter', 'class': 'OTHER'}, {'name': 'gaitQ Limited', 'class': 'UNKNOWN'}]",False,False,False,,['Parkinson Disease'],"['Parkinson&#39;s disease', 'oculomotor', 'ocular motor', 'gait', 'eye movements', 'pupil', 'virtual reality headset', 'eye tracking']"
NCT05799066,"The University of Texas Medical Branch, Galveston",OTHER,Measuring Relative Afferent Pupillary Defect,ACTIVE_NOT_RECRUITING,,"[{'name': 'University of Nevada, Reno', 'class': 'OTHER'}]",False,False,False,NA,['Relative Afferent Pupil Defect (RAPD)'],"['Relative Afferent Pupil Defect (RAPD)', 'Pupil measurements', 'Swinging flashlight test', 'Pen light test', 'Virtual reality head mounted display (VR HMD)', 'Visual loss', 'Vision loss', 'Afferent pupillary dysfunction', 'Pupillary light reaction', 'HTC Vive Pro Eye']"
NCT06418971,University of Southern California,OTHER,Testing & Refinement of CarePair: An Assessment and Referral Platform to Support Family Caregivers of Alzheimer's Disease and Related Dementias.,NOT_YET_RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",False,False,False,NA,"['Caregiver Burden', 'Caregiver Burnout', 'Dementia']",['Dementia family caregivers']
NCT06696339,"PreemptiveAI, Inc",INDUSTRY,Assessment of Heart Rate Measurement Accuracy for the PreemptiveAI SDK in Adults,ACTIVE_NOT_RECRUITING,,,False,False,True,,['Heart Rate in the General Public'],
NCT04851496,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease From Acoustic and Linguistic Patterns of Speech - PAST Extension,UNKNOWN,,,False,False,False,,"['Alzheimer Disease', ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT06654999,Skin Analytics Limited,INDUSTRY,"How Consistent is the Output of DERM, When Used to Assess Images of Potentially Cancerous Skin Lesions.",NOT_YET_RECRUITING,,,False,False,False,,"['Skin Cancer', 'Melanoma of Skin', 'Squamous Cell Cancer', 'Basal Cell Cancer']","['Precision', 'DERM', 'Repeatability', 'Reproducability']"
NCT05425680,National Taiwan University Hospital,OTHER,Remote Intelligent Interactive Virtual Reality Assessment in Patients With Degenerative Lumbar Spine Diseases,RECRUITING,,,,False,False,NA,['Degenerative Lumbar Spine Diseases'],"['degenerative lumbar spine disease', 'virtual reality', 'telehealth', 'real-time detection']"
NCT03461861,Medical College of Wisconsin,OTHER,Network-Level Mechanisms for Preclinical Alzheimer's Disease Development,COMPLETED,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,True,False,PHASE2,['APOE 4'],"['Healthy', 'Adult', 'Normal Memory', 'APOE 4', 'Brain', 'Magnetic Resonance Imaging', 'MRI', ""Alzheimer's disease"", 'Hippocampus', 'Genetic testing', 'Dementia', 'AGB101']"
NCT05020626,Chinese University of Hong Kong,OTHER,Modelling Tau Distribution From DTI With Generative Adversarial Network for Alzheimer's Disease Diagnosis,RECRUITING,,,,False,False,,"[""Alzheimer's Disease Diagnosis""]","['Generative Adversarial Network', 'Tau', 'Diffusion Tensor Imaging']"
NCT05041621,McGill University,OTHER,A Learning Algorithm for MDI Individuals With Type 1 Diabetes to Adjust Recommendations for High Fat Meals and Exercise Management,COMPLETED,,,,False,False,NA,['Type 1 Diabetes'],
NCT06821568,Hebrew SeniorLife,OTHER,Home tDCS for MCR Syndrome,NOT_YET_RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}, {'name': 'Tel Aviv Medical Center', 'class': 'OTHER'}]",True,False,False,NA,"['Alzheimer Disease and Related Dementias', 'Cognition', 'Mobility Disability']","['Alzheimer&amp;#39;s disease risk', 'Anatomy', 'Anxiety', 'Atrophic', 'Behavioral', 'Brain', 'Brain Region', 'Cephalic', 'Cognitive', 'Communities', 'Dementia', 'Development', 'Dose', 'Double-Blind Method', 'Electric Stimulation', 'Enrollment', 'Evaluation', 'Exhibits', 'Exposure to', 'Frequencies', 'Future', 'Gait', 'Gait Speed', 'Genetic Crossing Over', 'Home', 'Impaired Cognition', 'Individual', 'Intervention', 'Intervention Studies', 'Magnetic Resonance Imaging', 'Measurable', 'Measures', 'Mood', 'Motor', 'Multi-Institutional Clinical Trial', 'Neuronal Plasticity', 'Outcome', 'Participant', 'Performance', 'Phase', 'Pilot Projects', 'Prefrontal Cortex', 'Randomized', 'Randomized Controlled Clinical Trials', 'Research', 'Resolution', 'Rest', 'Risk', 'Series', 'Site', 'Structure', 'Syndrome', 'Testing', 'Therapeutic', 'Time', 'Walking', 'Work', 'Arm', 'cerebral atrophy', 'Clinically relevant', 'cognitive task', 'Cost', 'Dementia Risk', 'Design', 'Executive Function', 'functional improvement', 'functional near infrared spectroscopy', 'Gray Matter', 'high risk', 'home test', 'improved', 'insight', 'late life', 'mental function', 'neural network', 'neuroimaging', 'noninvasive brain stimulation', 'normal aging', 'older adult', 'older men', 'older women', 'open label', 'primary endpoint', 'response', 'secondary outcome', 'smartphone application', 'transcranial direct current stimulation', 'trial design', 'walking speed']"
NCT05748730,University of Pittsburgh,OTHER,Clinical Trial for Integrated Care to Help At Risk Teen (iCHART) Intervention,RECRUITING,,"[{'name': ""Children's Hospital of Philadelphia"", 'class': 'OTHER'}, {'name': 'University of Oregon', 'class': 'OTHER'}, {'name': 'Columbia University', 'class': 'OTHER'}, {'name': 'Kaiser Permanente', 'class': 'OTHER'}, {'name': 'National Institute of Mental Health (NIMH)', 'class': 'NIH'}]",True,False,False,NA,"['Suicide and Depression', 'Adolescent Behavior']",
NCT06785792,Izmir Democracy University,OTHER,Artificial Intelligence-Assisted Posture Applicatıon,RECRUITING,,,False,False,False,,['Postural; Defect'],"['posture', 'validity', 'reliability', 'artificial intelligence']"
NCT04629417,Sunnybrook Health Sciences Centre,OTHER,Measuring Adherence to Home Shoulder Physiotherapy With Artificial Intelligence,ACTIVE_NOT_RECRUITING,,,False,False,False,NA,['Rotator Cuff Pathology'],"['Rehabilitation', 'Artificial Intelligence', 'Wearable Electronic Devices', 'Adherence']"
NCT04156919,National University of Singapore,OTHER,The Impact of a Health Video Game on User-Game Engagement and Dietary Choices,COMPLETED,,"[{'name': 'Tati Siding Primary School', 'class': 'UNKNOWN'}, {'name': 'FriendsLearn', 'class': 'INDUSTRY'}]",False,False,False,NA,"['Dietary Habits', 'Nutrition Knowledge']",
NCT06819618,University Medical Center Goettingen,OTHER,Prediction of Heart-Failure with Machine Learning,RECRUITING,,,False,False,False,,"['Heart Failure with Reduced Ejection Fraction', 'Heart Failure', 'Heart Failure，Congestive', 'Heart Failure Acute', 'Heart Failure; with Decompensation']","['Heart Failure', 'Wearables', 'Monitoring', 'Apple Watch']"
NCT04442425,National Institutes of Health Clinical Center (CC),NIH,"Machine Learning to Analyze Facial Imaging, Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain",COMPLETED,,,,False,False,,"['Cancer', 'Neoplasms', 'Solid Tumors']","['Telehealth', 'Self-Reported Pain', 'Facial Recognition Technology', 'Pain Score', 'Natural History']"
NCT06321900,Istituto Auxologico Italiano,OTHER,Personalized Risk Prediction of Sudden Cardiac Death,RECRUITING,,,True,False,False,,"['Sudden Cardiac Death Due to Cardiac Arrhythmia', 'Cardiomyopathies', 'Ischemic Heart Disease', 'Cardiovascular Diseases']","['Personalized medicine', 'Sudden cardiac death', 'Artificial intelligence', 'Genetics', 'Cardiovascular imaging', 'Radiomics']"
NCT03515486,"University Hospital, Bordeaux",OTHER,Cerebellar Stroke and Mood Disorders,COMPLETED,,,False,False,False,NA,['Stroke'],"['Stroke', 'Cerebellum', 'Depression', 'Anxiety', 'Mood', 'Magnetic resonance imaging (MRI)']"
NCT05745051,Cvaid Medical,INDUSTRY,The Safety and Effectiveness of CVA-FLOW Software Device for Acute Ischemic Stroke,RECRUITING,,,True,False,False,NA,"['Stroke', 'Stroke, Acute', 'Stroke, Ischemic', 'Stroke, Cardiovascular', 'Stroke Hemorrhagic']",
NCT06633978,"University of California, San Francisco",OTHER,"Studying the Effects of Digital Interventions on Cognition, Wellbeing, Stress, and Sleep in Older Adults",RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",False,False,True,NA,"['MCI', 'Aging']","['meditation', 'sleep', 'stress', 'attention', 'cognition', 'memory']"
NCT06758297,Kocaeli University,OTHER,Effect of Artificial Intelligence-Assisted Motivational Talk on Patients' Fear of Movement and Mobility Level After Knee Replacement,RECRUITING,,,False,False,False,NA,"['Knee Arthroplasty, Total']",
NCT06862297,Taipei Medical University WanFang Hospital,OTHER,Prospective Study Between Polysomnography (PSG) and Novel Ultrasonic Jaw Tracking Device in Patients with Sleep Apnea,RECRUITING,,,False,False,False,NA,['Obstructive Sleep Apnea'],
NCT06678516,Erasmus Medical Center,OTHER,Intermittent Fasting on the Blood Microbiome,RECRUITING,,,True,False,False,NA,['Healthy'],"['Intermittent fasting', 'The blood microbiome', 'Healthy volunteers']"
NCT00480870,Associacao Fundo de Incentivo a Psicofarmcologia,OTHER,The Effect of Anticholinesterase Drugs on Sleep in Alzheimer's Disease Patients,COMPLETED,,"[{'name': 'Fundação de Amparo à Pesquisa do Estado de São Paulo', 'class': 'OTHER_GOV'}]",False,,,PHASE4,"['Alzheimer Disease', 'Sleep Apnea, Obstructive']","['Alzheimer', 'polysomnography', 'REM sleep', 'donepezil', 'sleep apnea', 'oxygen saturation']"
